commit,arch,board_repr,lanes,depth,precision,state_id,category,root_candidates,leaf_candidates,rotation,x,y,score,no_move,core_cycles,request_interval_cycles,driver
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,802,blocked_spawn,17,0,1,6,0,-9776,0,603,605,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,801,equal_scores,34,0,1,4,2,-2960,0,1538,1540,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,0,heuristic_trajectory,17,0,0,5,2,-2192,0,773,775,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,600,high_stack_holes,34,0,1,4,16,-11856,0,858,860,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,800,last_candidate_winner,17,0,1,9,1,-5824,0,773,775,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,839,no_move,34,0,0,0,0,0,1,382,384,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,300,random_trajectory,34,0,2,7,5,-6960,0,1538,1540,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,845,walls,34,0,0,1,0,-1088,0,1538,1540,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,817,wells,9,0,0,0,6,-3936,0,413,415,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,806,blocked_spawn,34,0,1,8,0,-11504,0,824,826,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,805,equal_scores,17,0,0,1,0,-1056,0,773,775,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,1,heuristic_trajectory,17,0,1,0,3,-2624,0,773,775,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,601,high_stack_holes,34,0,3,0,16,-13088,0,790,792,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,803,last_candidate_winner,9,0,0,8,8,-6208,0,413,415,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,882,no_move,17,0,0,0,0,0,1,195,197,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,301,random_trajectory,34,0,1,7,4,-5792,0,1538,1540,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,851,walls,34,0,0,6,0,-1088,0,1538,1540,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,827,wells,17,0,1,3,5,-3840,0,773,775,native
ebde781a11596519c7a452de26bae83348e3cb54-dirty,1,1,1,1,1,808,blocked_spawn,17,0,1,1,0,-11088,0,501,503,native
