configuration_id,target_mhz,seed,dsp_policy,attempt,status,timing_met,reported_fmax_mhz,lut4,ff,carry,bram,dsp,trellis_comb,trellis_ff,elapsed_s,peak_rss_mb,route_timeout_s,worst_path_from,worst_path_to,logic_ns,routing_ns,toolchain_id,synth_key,route_key,source_sha256
a0-bitmap-d1-p0-l1,50.0,1,default,1,routed_timing_met,True,66.49,3070,2416,226,0,0,3744,2416,26.4,456.2,600,u_core.g_d1.g_lane[0].u_lane.u_eval.g_a0.u_drop.y_q_TRELLIS_FF_Q_5.Q,u_core.g_d1.g_lane[0].u_lane.u_eval.g_a0.u_drop.y_q_TRELLIS_FF_Q_4.CE,4.57,10.47,oss-cad-suite-2026-09-04,81a87ac68c0a90ec00ae1cda22de9b22422eb5e0bb5939ab97649876a1725b73,e4d4c836d248ed90c8009f46530382970835bf8079fce2abf9f22671d39d9c85,2c0acf48e9d1161480734428984a204b29b566984b5f691b2857bd8d07f62f8f
