suite,policy,depth,precision,stream_seed,stream_sha256,cap,lines,pieces_locked,terminal_reason,wall_seconds,protocol_sha256,model_closure,source,quality_key,git_commit
bag50k,heuristic,1,1,20071,633876c65248805693b4d70b430c4c1652ebaad4cb2b992e41cd334456531cff,50000,1873,4725,top_out,0.58,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,5fa069e7787251bb489b7a8c4cebf9fa3238f8e6c5bd9e8681e13a0ff91400a6,
bag50k,heuristic,1,1,20072,1939ceaa0efbe2446b03240c56198478c155ddff7171c8a053e51a007f40ac11,50000,12297,30786,top_out,3.91,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,80f76ce68b74b186371b36f56c8281b8e1036d560558dafc4987c8697ec6522a,
bag50k,heuristic,1,1,20073,995f23c7784a64e02fefaa2d0b622dfb2f3cf122181a5bd6546abe4fb18d835f,50000,9728,24363,top_out,3.027,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,57bbf4fbcebacfbdb4f7c3132b81a0cde80ede97d33e1b74d17e87a3ebb210c3,
bag50k,heuristic,1,1,20074,afb4c91f0b6a620a381d74e4ce8a15a3f094984bf0821397a4341cff33f3b658,50000,1805,4554,top_out,0.563,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,493c2052e7d417895fbf1c0d78eb640530b12014d891e1c2100c41e9d5f0110d,
bag50k,heuristic,1,1,20075,b8374d9871e393be1297b23c499d2068e29cf6c01a28b0b9369a7ea471474d49,50000,1703,4300,top_out,0.559,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,7350d7d50ee2c038b9e3f2c191a5314882f2291bc3417bb9dd0cc5c09e32ce90,
bag50k,heuristic,1,1,20076,edc49c3643135650facdb943351412484a694c65d453104780b7c70a02b14d44,50000,10316,25832,top_out,3.209,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,3bec5c5f732041d15e0ebcbed4ce2c616067354d1221c853339dcaa08d8ca9d6,
bag50k,heuristic,1,1,20077,0cb189edc742688ee684141dcbdd6bd29b28ce1fc9f1a05aa02c5e0e287eec27,50000,19997,50000,cap_reached,6.523,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,32f3023cb34a9f4622e6fad703f3d27cff8a0ceaa313911268a811da198c3b73,
bag50k,heuristic,1,1,20078,4d9ac8c3890f5d9d906431405c9edaabc86b5f0ef28af67db710ff8ca9117131,50000,15781,39495,top_out,5.094,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,ed039563fdc7b96e386495cb77a26eb824b86a9e952b7ff43205767c6fa4d81f,
bag50k,heuristic,1,1,20079,04dd3a2256f89f4a357cf495069b183f2ccfda9298824dc0585bf45752a21c23,50000,12822,32097,top_out,4.093,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,474efc1526888c5f133f91aae1fc08696056775e2cd639c12723fce31c250301,
bag50k,heuristic,1,1,20080,1dee8e56942ba5c311f1ca281fa1b3aa4ab8ad7b6026cf4ab4dddd37c7980623,50000,4588,11511,top_out,1.461,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,83d5c94523d472c61e7a26339e3a11c2cda45273b435ab536c9a408936e907e4,
bag50k,heuristic,1,1,20081,47e7152fca605445b896fb592991dd622bc0e6ea528002cda7cb38bd76206d14,50000,156,433,top_out,0.058,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,641b165d658e706be3655ef791eab7f701660bde0f2283db1a3cdd8b60679671,
bag50k,heuristic,1,1,20082,a45f9eeccc29005807cd8f0a6111ed701a86bf8cbf6b4b0e1bfd2a0e989ce7cc,50000,19997,50000,cap_reached,6.498,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,90043dbe3a8b0e38d849f7a65d933549a447fc6b8571c2f513d91749845b4eb8,
bag50k,heuristic,1,1,20083,37906a4efec945a8950ad6c18b455be6d5855fe2e3b1be018b84be28319b4a50,50000,8631,21618,top_out,2.656,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,e2c9e7f3f7db431cbffc5ce3244be61138c9d004fbb90bdb3c22dc7d1877567f,
bag50k,heuristic,1,1,20084,c05367b70e5460a462b972b89a2cf400ce97d16b77758e4876c6912078dfc4b5,50000,9504,23801,top_out,2.981,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6b729047dede12bfcd5c357712651d1a2e67a85744fc55122c11b71b87ae252a,
bag50k,heuristic,1,1,20085,47f25256ae04d347366d825b0a4f49b13b46f188b6f712f5ebbb3a22d249ba9f,50000,17060,42693,top_out,5.417,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,8f4d67cf27fc549ea017f687e85d1439a9aa9bfd305d5889c56b951e37d307ba,
bag50k,heuristic,1,1,20086,f3265eec5df3cbe8289208e91e79eadda8c06b26b93726ebd0806bac1aa4c410,50000,267,710,top_out,0.09,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,535dd2876941e64ccebe7ec813a868f1541bd8eaeb0188a2d579c9fd0c361ad8,
bag50k,heuristic,1,1,20087,ad4da02353496ddf46ba783e90554968d6f74ca50f51337d0455f1745f4420ac,50000,4381,10995,top_out,1.452,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6ebffb2817817f5e9603055e7f0f75fbb5f212d78fca5faf397101af3afcfdb4,
bag50k,heuristic,1,1,20088,4e0158645407f7f66734616c141d3e374f5ff01236abf5a844f7a4c975bd5213,50000,19999,50000,cap_reached,6.346,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,129b29a48b4a5a5375edaefa710a6f14b163e247431e2e8084dbcd96f79b23eb,
bag50k,heuristic,1,1,20089,70b7efe034f7657dbbca4cd5050fb3ddff18ad1f3dc3fae765c4df379da319ed,50000,1755,4431,top_out,0.595,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6a055cae285dbb3342f82c248a210454e24df170690aa720f93a1cc5a12e6206,
bag50k,heuristic,1,1,20090,ffecc55ee889c01fc71e06f820ef8690bb2b0bda33dec227ad3592d976f7b0ce,50000,17708,44313,top_out,5.695,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,e3333c68f35cfb08e06a8213dbb6b649d1168fb85afa7a50d0c33d1a935c9b3d,
bag50k,heuristic,1,1,20091,ea7142fdef5cc7424b746f86c373e9e669d5301b44bee526e272e3792b3fb251,50000,11579,28991,top_out,3.647,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,20088f4574e336b467dee93cde30ff76e17c98d6446d0acacf6c60e564f64d73,
bag50k,heuristic,1,1,20092,97d712e101e46d26286dba4949be755c5094887e3b66da60c2e12994fefd04de,50000,1581,3996,top_out,0.5,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,ec46088717e3f31009b0cb97fd86b9ce3fd57cf86b4e05396b8e742ebc8178a8,
bag50k,heuristic,1,1,20093,44044dc663fa99928d89f91b248d5d572e50cf47ea85cc666b0b53bef760d912,50000,13034,32629,top_out,4.102,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,e55e369fe41de3a784d0bf33c6dc615e4a6c3d92741d323dda14c4e43c562165,
bag50k,heuristic,1,1,20094,35898ea72f259752818ff801b2351d3c9b59efa4e147252c19f66bbfb238930d,50000,576,1483,top_out,0.195,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,b224c5ff9d28ac51d85262821b50e400d5365bfe540facd02803dd13b674b0c0,
bag50k,heuristic,1,1,20095,ae29c386acd7468d8da8f4455988f9c9b25a45b58f83747714dbffb9f5bf1b56,50000,9016,22582,top_out,2.83,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,c9bf90ec2bc99bb0eb52027191e655b43e40bb89ce558eea61c52904a9e21e62,
bag50k,heuristic,1,1,20096,27c2219e0708f69f49efd2e8d871d040575a6cd373b918c95259c92672cb0d95,50000,19991,50000,cap_reached,6.231,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,e44e01bb73922e3cc2190172349f73ce1f6fec93f8b9fd2277cc56f16dd11887,
bag50k,heuristic,1,1,20097,2f9bc41827419e7c859334bb6140ef7ac4aebe82950bcc4c2ad52a29e4ac0e26,50000,7581,18995,top_out,2.448,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,9b4ea75cab48530408d43c9e4e8b4dfacf47fe3cecc564becf16e879d184143c,
bag50k,heuristic,1,1,20098,347175e868ee0837c8374676a02d15f83ace74d0d4bc5d8d3d60406c60e2bf43,50000,2906,7304,top_out,1.03,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,82f1f6545c0e20b9a4b2678632e94614b8618ee4f11004037baef4ba9e5de871,
bag50k,heuristic,1,1,20099,3bea2f65534b3a435117b491956b6c9084ba979c13fe5a0fe9a1caaf5fa0343d,50000,19998,50000,cap_reached,6.373,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,f324e866e336045a1b01f245f14a8f71c2947ccdedba205c08df471ec1a748ed,
bag50k,heuristic,1,5,20000,457b35bb33331c8f625db7a9198ee566a1982750994493feccebd5ca569e6a5d,50000,5346,13408,top_out,1.75,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,8ad9641dd53a09535bb3291ff1813e37180aaa9f6a1cef934a1a421489b58533,
bag50k,heuristic,1,5,20001,a52d9254c4e01272d6de77c1945e36e98aab0723c059b4923a3bd636e3d61ac2,50000,2542,6398,top_out,0.826,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,8d00d150b9a016c96cd057aba647ac6c22de153cf5a1d7a9a92eea0fd9e9b99a,
bag50k,heuristic,1,5,20002,953a92450b7e7e987e726e113ca56df23812ce839c9fa5d16c6c0a30dd1c19b4,50000,1145,2905,top_out,0.371,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,304b10f004dd91e3130555233e2e29caff36db2cbbe54dfdd45b12d317c7e17d,
bag50k,heuristic,1,5,20003,3119830bd573d9354b2e32478faf187e5c0ea6d377ff861080b0b2a23619e683,50000,3065,7706,top_out,0.988,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,326b2a0c4b3be1c31f21c096f7f52b2bd83fd3500d05d03930a8f3518ac33c70,
bag50k,heuristic,1,5,20004,1f7f995d4b2a7929d3a96dcdbbfb23d4579e4ba8425b5531cdf624723e31fd9e,50000,19998,50000,cap_reached,6.318,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6fb53cd8e4e8f926d37f5d3ceb2ba3922535d4fdfb8347ea435d36ceee0a31dd,
bag50k,heuristic,1,5,20005,d99bdfaec413f5bd748184e9da1f682c9d1c7594e563fc8c8e915137f9678df5,50000,5761,14445,top_out,1.831,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,1fc87cb95b33a33f1556832f1490c70a04d2ee7563751c2ea217c371263e4b52,
bag50k,heuristic,1,5,20006,59d6d5c12b37507ecbe77a0e22e79b5996a61ce2e045f23ccf95cf876ee92a06,50000,402,1048,top_out,0.146,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,2f25055e442f709b94700922a4b86d7d2251b4537b169e67138e1006791bde45,
bag50k,heuristic,1,5,20007,dcfbf68816b96f5dce4727bc2ea7e76575e86c01ad5da6c6a401c3f9ccd0b243,50000,9436,23633,top_out,3.034,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,622b0c915df386cfa462cbc0eda9c6d9fa765ddd68daa9d3b84b110fb9617ad9,
bag50k,heuristic,1,5,20008,8eba5f25ca4eb93b8d31f0efb458e78f090a7b36b07b5d220fad92f9067d7305,50000,5318,13336,top_out,1.665,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,8d6dc5447de25acc5f233aad201a4a42b0843eb92353f717350b666fdc235a7d,
bag50k,heuristic,1,5,20009,f8968abb0e84e3ab23145235583c31eda9c5fec83377a7a9a4d86dad12a34f29,50000,6845,17155,top_out,2.197,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,9ffcb15ede8174d88d0513bb51e6af34017df8576f43bbbb6b861023f3dbd55e,
bag50k,heuristic,1,5,20010,3ce8d3604c439bdcbe959fd55eadde0b6f4492cb3bbeda150360adc02034e326,50000,7283,18250,top_out,2.353,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,58ba44c7690e20d006569cf21d103b81d0c5051989ad35ea470be7a835587b0d,
bag50k,heuristic,1,5,20011,d14e32cef79cc3b5e95d57e8d036c1402a76c79acb7060b978e858451d857826,50000,5351,13422,top_out,1.728,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,5eb9234f76bc31c4a376846548c572941705f1c2ecc282acd074b799f6c15e02,
bag50k,heuristic,1,5,20012,e33e614f76236d62960dce6aa019ee0c84a2e4584510ef629c585fd61ed5e696,50000,779,1991,top_out,0.256,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,b0252938f18e2cf887178de97ab622e2b78cda9c994535ee74bcb099934817d3,
bag50k,heuristic,1,5,20013,2b7a6be9dce8e24d2bcbd7def0290067e360bb57710234fe97201a2e91148c1a,50000,11728,29362,top_out,3.782,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,0cd5d7e1117e2c5b35888d1b605e6e6beb8f3e64a046f6e6d25b77e97c8d77f0,
bag50k,heuristic,1,5,20014,862d9031c0959a2d837c24db0b428b36314ae1e950b11f7e9e9399c47f14c0ce,50000,1497,3786,top_out,0.478,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,ea109d9cdde23054a1d1b9cdd1b70af1ad66fa0e775d4af5394fff56b69526d2,
bag50k,heuristic,1,5,20015,043811e9ee6ab030dad65b4f9f2eb6bfd757e53d95503be1ed58fb9df422ee58,50000,2219,5590,top_out,0.708,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,1358a38b09bbb26163c903c3ab5a4964771d1bd655e789838661675dafd97d89,
bag50k,heuristic,1,5,20016,73fe55939753c3f33ef44477774a6e95b85da142fbb9ffdd705568e05cbb75b5,50000,5238,13138,top_out,1.678,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,0a221050b1ceaf9917f1f88d9544d8f1ac732e742048fb13112ad6944da9775a,
bag50k,heuristic,1,5,20017,b1cdb99fe01b93f0785c1fbcfba3396124eba56d278aa88f4f9b5b0de34d24c2,50000,13399,33541,top_out,4.264,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,bf8bf49cd3d90bf03fa576cb8bb4a049104163ed22bf2d6c446ce984bb650331,
bag50k,heuristic,1,5,20018,cb8e3313f9a74104aa1cd72f727bcb97921d795fd98411329ee362abec6bb811,50000,18811,47070,top_out,5.938,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,c5f693a511377dd6568f5c847447020983b7d8c674d4f0565805fb4404332c4d,
bag50k,heuristic,1,5,20019,e7589ad871bbc87dab02625bdfa56222eb1828c5f5b763d6917138a4e9c2dc5e,50000,234,628,top_out,0.087,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,f8ffce2e742d476b9edc36ae048768f39de6b99c70bb86755e58739f661fd0d9,
bag50k,heuristic,1,5,20020,3fb5ebf548d659d90f4e0670159945de6c6ec01723b524e711cccf9d63c6c129,50000,1025,2606,top_out,0.34,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6390f079a3c887f4601d796df642f1b3b7813d1b7d5db4fc933a7c2c21196c46,
bag50k,heuristic,1,5,20021,f00ace91f2d21efa5ec38b764fb2ed6335d0e119686c75fdf0245dc90512300c,50000,975,2480,top_out,0.329,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,9a3d5e3d5cd95da0bd683bcc1e72eb748216e0a98217b8130847fd98edae528c,
bag50k,heuristic,1,5,20022,ca94c245ac8e26068faf7af212482ef077884ceddd2204e0806155d8460f14ad,50000,1374,3478,top_out,0.45,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,8baf543127d7998b260c9fb1ea15e4396146331bd31f7a3efd25eb03e1e57ad2,
bag50k,heuristic,1,5,20023,ad6eca772c8d04be516f8b2675120e09e1539ad9f68354804f05503377063769,50000,15609,39065,top_out,4.939,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,de28e1e09699bfcac4cde97dde0f59cc7dd9c16c2656ae116adce1ec202940a1,
bag50k,heuristic,1,5,20024,e592ae359a570a69c1778988e8219891aa1620fbc2171f9afe897a8ea819ebdd,50000,6010,15067,top_out,1.909,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,ada08e4f9761f0de6afeaea8983956045e1d609faa49dcc3fc63c8c43328412e,
bag50k,heuristic,1,5,20025,0eee359fe5c5cda080329b646e307358a0830209fd4ed56f0780b3be92047dea,50000,19997,50000,cap_reached,6.436,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,3711a1916650dfe66526594ba1833f5379bf55739bb4d156139254c0f68336ff,
bag50k,heuristic,1,5,20026,3b122b2dce179f1ba72e18268dc72031f294759cf799e4c7b42c172b2f0e845d,50000,1576,3983,top_out,0.515,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,60333af363f354d8281d57e373566a748848a2fffee37b89dc5e02a7aa254a8b,
bag50k,heuristic,1,5,20027,ef7b44efbcd26aa1dcf4b44be0ad10a573b6ee49e674673a20ec9aa84e9ffff5,50000,3919,9841,top_out,1.292,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6f7ea99f7c471c35ab61fc723e1d52870e27d0ee9dcc17bd33199490fce6e449,
bag50k,heuristic,1,5,20028,80988b825cb41f54cd2636ccfe1b744c49f40b51f4361cf216f6ca82cf1dead3,50000,8790,22017,top_out,2.869,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,f27bae760353ab04284c7087fca4435531780ee25ec50707e22d3f494a784cab,
bag50k,heuristic,1,5,20029,dc1eb228019a37f4a86ec7915b4a63475986f8b969292d3c71579cc05d2c4390,50000,1374,3478,top_out,0.446,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,6491a804799cda8e25d3c6b73d1a3cf47cd302ce35b702eaf8671d9537698068,
bag50k,heuristic,1,5,20030,8b97d13a0858dba0851cf9870a923e6cbb04eaff3ed94f7aa2748fb02ed9b39e,50000,1639,4141,top_out,0.539,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,4559906b16a872a26fb9807fb1f360ae2a6a13eff8257853d4dc84e43c7a1873,
bag50k,heuristic,1,5,20031,7e3318c85e9e78660374b6e8a1ea4851651dc073836b54c3946c3c706fb92856,50000,1324,3351,top_out,0.433,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,1b18759b88e3c1ba83c0e4fbb4361594c55067db821f58d11b05ce0e3b044f87,
bag50k,heuristic,1,5,20032,402ae09e4f7d4008081fad6c649a368bc8f74caabe1376e5f18adc0544c83429,50000,3542,8898,top_out,1.167,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,99410ed6dbbfab1c5f97b8adb7999bf09b05efcc4d6b0f5d4d8b7155150d4ec3,
bag50k,heuristic,1,5,20033,8cf896711f470e4638dd90e75807be71bc09e92d677ea28dbe0dd8257616adb2,50000,8557,21436,top_out,2.692,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,4ab5f26c21695a6736fe52d1de2ac18fb5bf1c353a10b44d64520ca346e9772b,
bag50k,heuristic,1,5,20034,d38a3c7a848c0eb718c30ae9fdab6c60929d68f37239288c8d5d588393bf3beb,50000,5106,12808,top_out,1.627,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,c250dfb98496eec8876f96fc3dcdc24356858a31ab0e51cc01bef45aa3c5e2ed,
bag50k,heuristic,1,5,20035,c30c56e1a55c8aebdf6d8ca6ee3d4519a3b5133594dc04653c44a7fc05206932,50000,1109,2815,top_out,0.351,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,f2b43287fdc02f854dc5d4afbb39c165ede7dba9574d5f899dff14d3780a77f1,
bag50k,heuristic,1,5,20036,d647804eb824b047ee6526a73fd95ec2a3d91363cccb4dbba3da7d94b7183ccf,50000,3804,9554,top_out,1.2,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,10cab3fe5c14470269b45477a108254b82cdc46f83bf6f27c99624d119a7c5b1,
bag50k,heuristic,1,5,20037,a5d7c74be070b62768d683f5e48b2f9528bd18dcfc60ddad9acdab8ac0d5aa0e,50000,2242,5648,top_out,0.738,12e05937e613e64fc618b7b3a6f2d329cbe0cef37485fdf356cde609b39415b4,,ea02300144a03bd2605ebbdab5fd629cf41f2231f6b4a535757a3fe695f9be81,fb2ee2d398fa99eca13adfd560eda9b3a1a6eea05a576a19a6837381288ec3c1,
