commit,arch,board_repr,lanes,depth,precision,state_id,category,root_candidates,leaf_candidates,rotation,x,y,score,no_move,core_cycles,request_interval_cycles,driver
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,802,blocked_spawn,17,0,1,6,0,-366,0,603,605,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,801,equal_scores,34,0,1,4,2,-96,0,1538,1540,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,0,heuristic_trajectory,17,0,0,5,2,-72,0,773,775,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,600,high_stack_holes,34,0,2,4,16,-386,0,858,860,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,800,last_candidate_winner,17,0,1,9,1,-186,0,773,775,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,839,no_move,34,0,0,0,0,0,1,382,384,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,300,random_trajectory,34,0,2,7,5,-228,0,1538,1540,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,845,walls,34,0,0,1,0,-36,0,1538,1540,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,817,wells,9,0,0,0,6,-130,0,413,415,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,806,blocked_spawn,34,0,1,8,0,-390,0,824,826,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,805,equal_scores,17,0,0,4,1,-37,0,773,775,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,1,heuristic_trajectory,17,0,1,0,3,-85,0,773,775,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,601,high_stack_holes,34,0,3,0,16,-450,0,790,792,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,803,last_candidate_winner,9,0,0,8,8,-199,0,413,415,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,882,no_move,17,0,0,0,0,0,1,195,197,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,301,random_trajectory,34,0,1,7,4,-190,0,1538,1540,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,851,walls,34,0,0,6,0,-36,0,1538,1540,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,827,wells,17,0,1,3,5,-125,0,773,775,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,808,blocked_spawn,17,0,1,1,0,-400,0,501,503,native
ae0728a3e36e9a03e211f2ae3f8a73c386bdd68e-dirty,1,1,1,1,7,809,equal_scores,9,0,0,2,2,-57,0,413,415,native
